"cutoff","target","tissue","phenotype","module","term_id","term_name","p_value","intersection","length_intersection","source","IC"
"8","APP","DLPFC","AD","ABCD3","GO:0016323","basolateral plasma membrane",0.00890903967739691,"MLC1,HEPH,PLPP3,SLC4A4",4,"GO:CC",Inf
"8","APP","DLPFC","AD","ABCD3","GO:0009925","basal plasma membrane",0.0150046547993554,"MLC1,HEPH,PLPP3,SLC4A4",4,"GO:CC",Inf
"8","APP","DLPFC","AD","ABCD3","GO:0045178","basal part of cell",0.0170647320233122,"MLC1,HEPH,PLPP3,SLC4A4",4,"GO:CC",Inf
"8","APP","DLPFC","AD","ABCD3","GO:0005886","plasma membrane",0.0187046649025349,"ADD3,DAG1,FGFR3,PON2,MLC1,HEPH,GPM6B,NTRK2,GPR37L1,APCDD1,TMBIM6,SNX5,PLPP3,SLC4A4",14,"GO:CC",2.63316295752779
"8","APP","DLPFC","AD","ASTE1","GO:0140640","catalytic activity, acting on a nucleic acid",0.0085044804390717,"POLR3C,RTCB,TOP2B,ALKBH8,HLTF,PARN,DTD1,TSNAX,POLR3F",9,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","ASTE1","GO:0005829","cytosol",0.0121705018894184,"POLR3C,RTCB,EXOC1,EIF4H,CLASP2,TOP2B,ALKBH8,NDUFV1,PARN,AGTPBP1,DDX28,ADSS2,RAB14,SKP1,NUP133,COPS4,SRP54,TSNAX,NHLRC1,GDI2,NAA80,AZIN2,BPGM,DYNC2LI1,DCTN2,POLR3F,SCYL3,CHMP2B",28,"GO:CC",3.52137072065912
"8","APP","DLPFC","AD","ASTE1","GO:0045254","pyruvate dehydrogenase complex",0.0179153542121747,"DLD,PDHB",2,"GO:CC",Inf
"8","APP","DLPFC","AD","ASTE1","GO:0005737","cytoplasm",0.0185891315142264,"POLR3C,RTCB,BACE1,EXOC1,EIF4H,KIFBP,DLD,CCDC115,CLASP2,TOP2B,ALKBH8,NDUFV1,PARN,FBXO38,AGTPBP1,DDX28,ADSS2,DTD1,RAB14,SKP1,NUP133,SLC30A9,NIPSNAP1,EXOC6B,COPS4,MRPS23,SRP54,TSNAX,NHLRC1,GDI2,NAA80,AZIN2,BPGM,DYNC2LI1,PDHB,FH,DCTN2,ATP5F1A,POLR3F,SCYL3,CHMP2B,PAIP2",42,"GO:CC",0.951698804243414
"8","APP","DLPFC","AD","ASTE1","GO:0034603","pyruvate dehydrogenase [NAD(P)+] activity",0.0208484676163319,"DLD,PDHB",2,"GO:MF",5.16478597392351
"8","APP","DLPFC","AD","ASTE1","GO:0034604","pyruvate dehydrogenase (NAD+) activity",0.0208484676163319,"DLD,PDHB",2,"GO:MF",5.16478597392351
