tipo_celular,module_size,ZNF235_MM,ZNF235_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,610.0,0.102,15.0,98,0,0.0,NA,98,100.0,3.12 (2.80-3.43)
astrocytes 5,1141.0,0.099,13.0,166,0,0.0,NA,166,100.0,3.39 (3.14-3.64)
oligodendrocyte progenitor cells 7,4285.0,0.13,42.0,353,0,0.0,NA,353,100.0,3.89 (3.70-4.08)
GABA neurons expressing GLU receptors 22,823.0,0.15,31.0,23,0,0.0,NA,23,100.0,2.40 (1.67-3.12)
GLU like neurons 17,1247.0,0.164,69.0,51,0,0.0,NA,51,100.0,3.62 (3.05-4.20)
da like neurons 11,853.0,0.162,69.0,133,1,0.75,3.56 (NA-NA),132,99.25,3.25 (2.94-3.57)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 20,676.0,0.019,3.0,110,0,0.0,NA,110,100.0,4.99 (4.54-5.44)
GABA like neurons 14,2090.0,0.097,12.0,74,1,1.35,3.56 (NA-NA),73,98.65,2.93 (2.55-3.31)
astrocytes 8,1266.0,0.088,58.0,66,0,0.0,NA,66,100.0,3.23 (2.81-3.65)
oligodendrocyte progenitor cells 12,3303.0,0.089,63.0,276,0,0.0,NA,276,100.0,3.54 (3.32-3.76)
oligodendrocytes 10,2107.0,0.086,21.0,358,0,0.0,NA,358,100.0,3.86 (3.67-4.05)
connective tissue cells 21,96.0,0.167,2.0,0,0,0.0,NA,0,0.0,NA
astrocytes 15,367.0,0.144,49.0,17,0,0.0,NA,17,100.0,2.08 (1.12-3.04)
oligodendrocytes 16,121.0,0.36,96.0,8,0,0.0,NA,8,100.0,0.99 (0.10-1.89)
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,110.0,0.248,17.0,0,0,0.0,NA,0,0.0,NA
astrocytes 4,787.0,0.149,47.0,65,0,0.0,NA,65,100.0,2.96 (2.57-3.36)
oligodendrocytes 0,2078.0,0.089,9.0,238,0,0.0,NA,238,100.0,3.64 (3.42-3.86)
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,854.0,0.1,62.0,76,0,0.0,NA,76,100.0,2.78 (2.45-3.11)
oligodendrocytes 2,1630.0,0.096,2.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51)
