tipo_celular,module_size,SLC4A4_MM,SLC4A4_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,282.0,0.183,57.0,12,0,0.0,NA,12,100.0,3.30 (2.18-4.42)
astrocytes 5,222.0,0.186,41.0,98,5,5.1,2.57 (1.27-3.86),93,94.9,4.73 (4.32-5.14)
oligodendrocyte progenitor cells 7,200.0,0.475,99.0,16,2,12.5,2.53 (2.34-2.73),14,87.5,4.16 (3.27-5.04)
GABA neurons expressing GLU receptors 22,,,,0,0,0.0,NA,0,0.0,NA
GLU like neurons 17,,,,0,0,0.0,NA,0,0.0,NA
da like neurons 11,,,,0,0,0.0,NA,0,0.0,NA
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,303.0,0.129,33.0,54,0,0.0,NA,54,100.0,4.84 (4.22-5.46)
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA
GABA like neurons 14,3052.0,0.102,19.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68)
astrocytes 8,727.0,0.238,96.0,29,0,0.0,NA,29,100.0,2.37 (1.87-2.86)
oligodendrocyte progenitor cells 12,3303.0,0.104,78.0,276,23,8.33,2.33 (1.80-2.85),253,91.67,3.68 (3.46-3.91)
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,418.0,0.333,76.0,54,16,29.63,3.16 (2.72-3.60),38,70.37,3.94 (3.34-4.54)
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,122.0,0.442,90.0,46,1,2.17,4.86 (NA-NA),45,97.83,5.04 (4.46-5.61)
astrocytes 4,220.0,0.256,88.0,63,4,6.35,2.30 (1.82-2.78),59,93.65,5.39 (4.84-5.94)
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA
