tipo_celular,module_size,SLC1A1_MM,SLC1A1_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocyte progenitor cells 7,448.0,0.134,45.0,108,0,0.0,NA,108,100.0,3.26 (2.82-3.69)
GABA neurons expressing GLU receptors 22,703.0,0.247,82.0,23,0,0.0,NA,23,100.0,2.09 (1.38-2.80)
GLU like neurons 17,489.0,0.223,83.0,42,17,40.48,5.43 (4.70-6.16),25,59.52,6.32 (5.57-7.06)
da like neurons 11,94.0,0.266,56.0,0,0,0.0,NA,0,0.0,NA
GABA neurons expressing GABA receptors 13,93.0,0.179,67.0,2,0,0.0,NA,2,100.0,NA
endothelial cells 9,658.0,0.445,97.0,120,26,21.67,4.43 (3.71-5.15),94,78.33,4.67 (4.32-5.01)
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA
GABA like neurons 14,2090.0,0.109,19.0,74,0,0.0,NA,74,100.0,2.94 (2.57-3.32)
astrocytes 8,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocyte progenitor cells 12,103.0,0.428,27.0,9,0,0.0,NA,9,100.0,3.60 (1.89-5.31)
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA
da neurons 6,518.0,0.139,77.0,122,25,20.49,3.39 (2.23-4.54),97,79.51,4.13 (3.73-4.53)
astrocytes microglia 23,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 4,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA
