tipo_celular,module_size,SLC48A1_MM,SLC48A1_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,1656.0,0.071,2.0,136,1,0.74,1.23 (NA-NA),135,99.26,3.23 (2.95-3.50)
oligodendrocyte progenitor cells 7,628.0,0.114,13.0,164,12,7.32,3.67 (3.21-4.14),152,92.68,4.13 (3.77-4.49)
GABA neurons expressing GLU receptors 22,567.0,0.141,26.0,16,1,6.25,1.95 (NA-NA),15,93.75,1.97 (1.25-2.70)
GLU like neurons 17,,,,0,0,0.0,NA,0,0.0,NA
da like neurons 11,408.0,0.158,46.0,25,2,8.0,1.10 (-0.55-2.76),23,92.0,5.00 (3.67-6.34)
GABA neurons expressing GABA receptors 13,80.0,0.122,13.0,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,450.0,0.122,20.0,74,1,1.35,3.38 (NA-NA),73,98.65,5.51 (4.95-6.06)
oligodendrocytes 20,938.0,0.081,28.0,169,12,7.1,3.03 (2.43-3.64),157,92.9,3.52 (3.29-3.76)
GABA like neurons 14,2402.0,0.183,35.0,455,25,5.49,2.60 (2.00-3.19),430,94.51,4.49 (4.30-4.67)
astrocytes 8,771.0,0.108,45.0,48,0,0.0,NA,48,100.0,4.43 (3.68-5.18)
oligodendrocyte progenitor cells 12,708.0,0.065,21.0,25,0,0.0,NA,25,100.0,2.87 (1.90-3.84)
oligodendrocytes 10,806.0,0.083,19.0,261,19,7.28,3.17 (2.73-3.61),242,92.72,4.49 (4.24-4.75)
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,367.0,0.141,47.0,17,0,0.0,NA,17,100.0,2.08 (1.12-3.04)
oligodendrocytes 16,107.0,0.193,28.0,11,1,9.09,0.52 (NA-NA),10,90.91,1.58 (0.87-2.29)
da neurons 6,448.0,0.087,32.0,43,0,0.0,NA,43,100.0,3.28 (2.76-3.80)
astrocytes microglia 23,132.0,0.516,100.0,1,0,0.0,NA,1,100.0,NA
astrocytes 4,787.0,0.135,22.0,65,0,0.0,NA,65,100.0,2.96 (2.57-3.36)
oligodendrocytes 0,546.0,0.132,28.0,252,24,9.52,2.34 (1.75-2.93),228,90.48,4.34 (4.09-4.59)
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,743.0,0.127,88.0,76,0,0.0,NA,76,100.0,3.16 (2.77-3.55)
oligodendrocytes 2,528.0,0.238,68.0,175,17,9.71,3.39 (2.97-3.81),158,90.29,4.55 (4.16-4.95)
