tipo_celular,module_size,SLC25A29_MM,SLC25A29_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,305.0,0.121,21.0,15,0,0.0,NA,15,100.0,5.79 (5.09-6.49)
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,932.0,0.127,75.0,80,0,0.0,NA,80,100.0,3.67 (3.26-4.08)
oligodendrocyte progenitor cells 7,200.0,0.114,21.0,16,0,0.0,NA,16,100.0,3.93 (3.11-4.74)
GABA neurons expressing GLU receptors 22,400.0,0.163,29.0,24,13,54.17,1.36 (0.90-1.82),11,45.83,3.10 (2.49-3.71)
GLU like neurons 17,685.0,0.208,78.0,135,1,0.74,1.29 (NA-NA),134,99.26,3.21 (2.90-3.51)
da like neurons 11,408.0,0.113,27.0,25,1,4.0,0.26 (NA-NA),24,96.0,4.84 (3.54-6.14)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,658.0,0.151,30.0,120,1,0.83,2.00 (NA-NA),119,99.17,4.63 (4.32-4.95)
oligodendrocytes 20,221.0,0.223,60.0,12,0,0.0,NA,12,100.0,2.42 (0.83-4.00)
GABA like neurons 14,2090.0,0.192,76.0,74,0,0.0,NA,74,100.0,2.94 (2.57-3.32)
astrocytes 8,1266.0,0.096,64.0,66,7,10.61,0.72 (0.26-1.17),59,89.39,3.58 (3.19-3.96)
oligodendrocyte progenitor cells 12,708.0,0.06,18.0,25,1,4.0,0.21 (NA-NA),24,96.0,3.00 (2.02-3.99)
oligodendrocytes 10,1277.0,0.102,47.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27)
connective tissue cells 21,111.0,0.292,50.0,0,0,0.0,NA,0,0.0,NA
astrocytes 15,1401.0,0.151,89.0,96,1,1.04,2.00 (NA-NA),95,98.96,3.63 (3.18-4.09)
oligodendrocytes 16,75.0,0.179,42.0,0,0,0.0,NA,0,0.0,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,190.0,0.313,77.0,7,0,0.0,NA,7,100.0,4.84 (3.75-5.92)
astrocytes 4,251.0,0.189,68.0,34,3,8.82,5.16 (5.16-5.16),31,91.18,5.26 (4.59-5.92)
oligodendrocytes 0,1186.0,0.089,2.0,300,1,0.33,2.06 (NA-NA),299,99.67,3.80 (3.59-4.01)
microglia 1,1615.0,0.086,16.0,161,8,4.97,0.64 (0.27-1.00),153,95.03,3.44 (3.18-3.70)
oligodendrocytes 3,242.0,0.186,74.0,6,0,0.0,NA,6,100.0,5.99 (5.03-6.94)
oligodendrocytes 2,347.0,0.374,96.0,15,0,0.0,NA,15,100.0,4.87 (4.10-5.63)
