tipo_celular,module_size,SLC9A8_MM,SLC9A8_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,351.0,0.23,93.0,71,4,5.63,1.87 (0.61-3.12),67,94.37,2.68 (2.24-3.11)
T cells 18,610.0,0.114,21.0,98,10,10.2,1.19 (0.42-1.95),88,89.8,3.37 (3.06-3.67)
astrocytes 5,117.0,0.088,7.0,28,1,3.57,2.43 (NA-NA),27,96.43,5.43 (4.87-5.98)
oligodendrocyte progenitor cells 7,4285.0,0.143,62.0,353,27,7.65,2.31 (1.73-2.89),326,92.35,4.06 (3.88-4.25)
GABA neurons expressing GLU receptors 22,1069.0,0.053,1.0,37,0,0.0,NA,37,100.0,2.16 (1.70-2.61)
GLU like neurons 17,1247.0,0.107,30.0,51,2,3.92,2.04 (1.96-2.12),49,96.08,3.70 (3.11-4.30)
da like neurons 11,89.0,0.093,14.0,1,0,0.0,NA,1,100.0,0.26 (NA-NA)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,1653.0,0.103,29.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88)
oligodendrocytes 20,250.0,0.035,9.0,14,0,0.0,NA,14,100.0,1.92 (1.21-2.62)
GABA like neurons 14,2090.0,0.181,69.0,74,0,0.0,NA,74,100.0,2.94 (2.57-3.32)
astrocytes 8,1266.0,0.086,56.0,66,10,15.15,1.07 (0.59-1.55),56,84.85,3.68 (3.30-4.07)
oligodendrocyte progenitor cells 12,3303.0,0.041,8.0,276,15,5.43,2.59 (2.07-3.12),261,94.57,3.61 (3.39-3.84)
oligodendrocytes 10,1277.0,0.074,26.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27)
connective tissue cells 21,145.0,0.392,91.0,1,0,0.0,NA,1,100.0,NA
astrocytes 15,1401.0,0.083,48.0,96,5,5.21,3.03 (2.18-3.88),91,94.79,3.65 (3.18-4.13)
oligodendrocytes 16,92.0,0.262,81.0,0,0,0.0,NA,0,0.0,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,76.0,0.299,44.0,0,0,0.0,NA,0,0.0,NA
astrocytes 4,721.0,0.185,95.0,61,3,4.92,2.12 (1.37-2.87),58,95.08,3.01 (2.58-3.44)
oligodendrocytes 0,479.0,0.128,30.0,40,0,0.0,NA,40,100.0,5.86 (5.35-6.38)
microglia 1,346.0,0.088,7.0,43,5,11.63,3.81 (3.36-4.26),38,88.37,3.76 (3.18-4.34)
oligodendrocytes 3,639.0,0.064,20.0,15,5,33.33,0.85 (0.13-1.56),10,66.67,4.86 (3.58-6.13)
oligodendrocytes 2,1630.0,0.134,33.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51)
