tipo_celular,module_size,SLC25A33_MM,SLC25A33_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,423.0,0.464,99.0,80,8,10.0,5.22 (3.85-6.59),72,90.0,3.16 (2.68-3.64)
oligodendrocyte progenitor cells 7,,,,0,0,0.0,NA,0,0.0,NA
GABA neurons expressing GLU receptors 22,,,,0,0,0.0,NA,0,0.0,NA
GLU like neurons 17,,,,0,0,0.0,NA,0,0.0,NA
da like neurons 11,853.0,0.101,28.0,133,21,15.79,1.45 (1.09-1.80),112,84.21,3.67 (3.35-3.99)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA
GABA like neurons 14,2090.0,0.121,27.0,74,6,8.11,1.94 (1.61-2.27),68,91.89,3.04 (2.64-3.45)
astrocytes 8,577.0,0.428,100.0,83,5,6.02,3.79 (1.61-5.98),78,93.98,3.21 (2.75-3.66)
oligodendrocyte progenitor cells 12,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,443.0,0.124,30.0,9,1,11.11,0.95 (NA-NA),8,88.89,3.60 (2.32-4.88)
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,327.0,0.415,80.0,120,28,23.33,2.55 (1.95-3.14),92,76.67,4.03 (3.73-4.33)
astrocytes 4,514.0,0.571,100.0,95,5,5.26,1.30 (0.81-1.78),90,94.74,3.52 (3.09-3.95)
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA
