tipo_celular,module_size,SLC25A40_MM,SLC25A40_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,249.0,0.132,37.0,35,0,0.0,NA,35,100.0,3.74 (2.80-4.69)
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,1656.0,0.161,99.0,136,0,0.0,NA,136,100.0,3.21 (2.94-3.48)
oligodendrocyte progenitor cells 7,4285.0,0.159,84.0,353,7,1.98,0.70 (0.30-1.10),346,98.02,3.97 (3.79-4.15)
GABA neurons expressing GLU receptors 22,848.0,0.165,30.0,262,0,0.0,NA,262,100.0,4.16 (3.91-4.40)
GLU like neurons 17,380.0,0.219,81.0,39,0,0.0,NA,39,100.0,2.97 (2.41-3.52)
da like neurons 11,109.0,0.09,5.0,1,0,0.0,NA,1,100.0,1.71 (NA-NA)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 20,330.0,0.049,11.0,36,0,0.0,NA,36,100.0,1.92 (1.57-2.27)
GABA like neurons 14,3052.0,0.153,62.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68)
astrocytes 8,283.0,0.108,32.0,0,0,0.0,NA,0,0.0,NA
oligodendrocyte progenitor cells 12,3303.0,0.048,13.0,276,1,0.36,1.82 (NA-NA),275,99.64,3.55 (3.33-3.77)
oligodendrocytes 10,735.0,0.049,12.0,277,0,0.0,NA,277,100.0,3.89 (3.65-4.14)
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,1768.0,0.119,78.0,105,1,0.95,1.82 (NA-NA),104,99.05,3.23 (2.89-3.56)
oligodendrocytes 16,155.0,0.27,75.0,8,2,25.0,0.47 (0.34-0.61),6,75.0,4.21 (0.18-8.24)
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,118.0,0.311,55.0,0,0,0.0,NA,0,0.0,NA
astrocytes 4,1807.0,0.16,78.0,104,1,0.96,0.55 (NA-NA),103,99.04,2.89 (2.61-3.17)
oligodendrocytes 0,2078.0,0.104,29.0,238,0,0.0,NA,238,100.0,3.64 (3.42-3.86)
microglia 1,1615.0,0.092,24.0,161,7,4.35,0.70 (0.30-1.10),154,95.65,3.42 (3.16-3.68)
oligodendrocytes 3,743.0,0.089,61.0,76,0,0.0,NA,76,100.0,3.16 (2.77-3.55)
oligodendrocytes 2,1630.0,0.151,69.0,154,1,0.65,1.82 (NA-NA),153,99.35,3.26 (2.99-3.52)
