tipo_celular,module_size,SLC8A1_MM,SLC8A1_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,235.0,0.213,46.0,140,19,13.57,3.09 (2.67-3.51),121,86.43,4.81 (4.51-5.11)
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,1141.0,0.114,26.0,166,27,16.27,2.07 (1.70-2.45),139,83.73,3.71 (3.45-3.98)
oligodendrocyte progenitor cells 7,436.0,0.174,73.0,219,51,23.29,4.63 (4.11-5.15),168,76.71,5.40 (5.06-5.74)
GABA neurons expressing GLU receptors 22,459.0,0.354,95.0,165,45,27.27,3.67 (3.21-4.13),120,72.73,5.71 (5.32-6.09)
GLU like neurons 17,795.0,0.249,86.0,80,13,16.25,5.51 (3.92-7.09),67,83.75,5.71 (5.30-6.12)
da like neurons 11,102.0,0.437,92.0,8,3,37.5,2.36 (0.98-3.74),5,62.5,NA
GABA neurons expressing GABA receptors 13,238.0,0.29,91.0,36,0,0.0,NA,36,100.0,3.88 (3.35-4.40)
endothelial cells 9,303.0,0.359,85.0,54,16,29.63,5.64 (5.02-6.25),38,70.37,4.44 (3.60-5.28)
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA
GABA like neurons 14,1300.0,0.135,18.0,306,84,27.45,3.93 (3.51-4.35),222,72.55,5.69 (5.40-5.98)
astrocytes 8,520.0,0.236,77.0,288,29,10.07,3.51 (2.98-4.03),259,89.93,4.25 (4.04-4.46)
oligodendrocyte progenitor cells 12,411.0,0.354,81.0,103,11,10.68,4.73 (3.33-6.13),92,89.32,5.64 (5.24-6.04)
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA
connective tissue cells 21,100.0,0.258,44.0,8,0,0.0,NA,8,100.0,1.58 (-0.37-3.52)
astrocytes 15,261.0,0.522,100.0,8,4,50.0,1.64 (-0.94-4.21),4,50.0,5.21 (3.18-7.24)
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA
da neurons 6,307.0,0.18,85.0,95,14,14.74,4.88 (4.41-5.35),81,85.26,4.84 (4.32-5.35)
astrocytes microglia 23,229.0,0.418,85.0,99,8,8.08,3.15 (2.75-3.56),91,91.92,4.41 (4.06-4.77)
astrocytes 4,161.0,0.118,13.0,45,2,4.44,NA,43,95.56,5.28 (4.66-5.91)
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA
microglia 1,315.0,0.219,71.0,144,15,10.42,3.39 (2.88-3.90),129,89.58,4.60 (4.27-4.94)
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA
