tipo_celular,module_size,ZNF471_MM,ZNF471_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,1656.0,0.157,97.0,136,6,4.41,1.52 (1.26-1.78),130,95.59,3.30 (3.02-3.57)
oligodendrocyte progenitor cells 7,4285.0,0.127,37.0,353,34,9.63,1.57 (1.30-1.84),319,90.37,4.22 (4.05-4.39)
GABA neurons expressing GLU receptors 22,400.0,0.239,73.0,24,5,20.83,0.42 (0.32-0.52),19,79.17,2.61 (2.16-3.07)
GLU like neurons 17,637.0,0.05,3.0,91,6,6.59,0.39 (0.28-0.50),85,93.41,4.94 (4.48-5.40)
da like neurons 11,265.0,0.084,8.0,4,0,0.0,NA,4,100.0,1.89 (0.29-3.49)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 20,403.0,0.268,89.0,18,7,38.89,0.68 (0.46-0.91),11,61.11,2.64 (1.80-3.47)
GABA like neurons 14,3052.0,0.079,8.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68)
astrocytes 8,354.0,0.032,2.0,8,0,0.0,NA,8,100.0,0.78 (0.08-1.47)
oligodendrocyte progenitor cells 12,708.0,0.043,10.0,32,5,15.62,0.42 (0.32-0.52),27,84.38,3.86 (3.08-4.64)
oligodendrocytes 10,735.0,0.044,9.0,277,0,0.0,NA,277,100.0,3.89 (3.65-4.14)
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,1768.0,0.055,18.0,105,11,10.48,1.06 (0.82-1.31),94,89.52,3.49 (3.15-3.82)
oligodendrocytes 16,122.0,0.29,91.0,11,0,0.0,NA,11,100.0,3.57 (3.08-4.06)
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,57.0,0.401,88.0,0,0,0.0,NA,0,0.0,NA
astrocytes 4,1807.0,0.182,98.0,104,17,16.35,1.26 (1.00-1.53),87,83.65,3.21 (2.92-3.49)
oligodendrocytes 0,2078.0,0.127,76.0,238,9,3.78,2.10 (1.58-2.62),229,96.22,3.71 (3.48-3.93)
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,1003.0,0.077,29.0,111,0,0.0,NA,111,100.0,3.30 (2.96-3.64)
oligodendrocytes 2,1630.0,0.137,39.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51)
