tipo_celular,module_size,RNF40_MM,RNF40_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocyte progenitor cells 7,,,,0,0,0.0,NA,0,0.0,NA
GABA neurons expressing GLU receptors 22,599.0,0.214,52.0,22,1,4.55,0.94 (NA-NA),21,95.45,2.31 (1.48-3.13)
GLU like neurons 17,,,,0,0,0.0,NA,0,0.0,NA
da like neurons 11,,,,0,0,0.0,NA,0,0.0,NA
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA
GABA like neurons 14,3052.0,0.154,63.0,125,6,4.8,3.72 (2.99-4.46),119,95.2,3.34 (3.01-3.67)
astrocytes 8,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocyte progenitor cells 12,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA
connective tissue cells 21,118.0,0.342,69.0,2,0,0.0,NA,2,100.0,6.60 (NA-NA)
astrocytes 15,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,108.0,0.346,68.0,2,0,0.0,NA,2,100.0,NA
astrocytes 4,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA
