tipo_celular,module_size,ZNF302_MM,ZNF302_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,172.0,0.074,2.0,140,0,0.0,NA,140,100.0,4.51 (4.08-4.93)
T cells 18,610.0,0.041,1.0,98,19,19.39,1.22 (0.90-1.54),79,80.61,3.64 (3.35-3.93)
astrocytes 5,328.0,0.19,61.0,128,0,0.0,NA,128,100.0,3.57 (3.23-3.91)
oligodendrocyte progenitor cells 7,628.0,0.235,79.0,164,0,0.0,NA,164,100.0,4.08 (3.76-4.41)
GABA neurons expressing GLU receptors 22,703.0,0.22,71.0,23,1,4.35,1.18 (NA-NA),22,95.65,2.13 (1.39-2.88)
GLU like neurons 17,1316.0,0.075,10.0,101,0,0.0,NA,101,100.0,3.05 (2.70-3.40)
da like neurons 11,168.0,0.136,60.0,0,0,0.0,NA,0,0.0,NA
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,916.0,0.077,7.0,302,1,0.33,0.21 (NA-NA),301,99.67,4.00 (3.77-4.22)
oligodendrocytes 20,938.0,0.08,28.0,169,3,1.78,0.69 (0.05-1.34),166,98.22,3.54 (3.33-3.75)
GABA like neurons 14,2402.0,0.253,56.0,455,14,3.08,0.87 (0.64-1.09),441,96.92,4.50 (4.32-4.67)
astrocytes 8,603.0,0.099,65.0,89,8,8.99,1.22 (1.03-1.40),81,91.01,2.98 (2.61-3.34)
oligodendrocyte progenitor cells 12,1049.0,0.132,69.0,235,0,0.0,NA,235,100.0,3.82 (3.59-4.06)
oligodendrocytes 10,1277.0,0.075,27.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27)
connective tissue cells 21,118.0,0.369,79.0,2,0,0.0,NA,2,100.0,6.60 (NA-NA)
astrocytes 15,338.0,0.17,64.0,14,0,0.0,NA,14,100.0,1.77 (1.03-2.51)
oligodendrocytes 16,151.0,0.153,20.0,7,0,0.0,NA,7,100.0,1.31 (0.28-2.35)
da neurons 6,518.0,0.069,8.0,122,5,4.1,0.72 (0.11-1.33),117,95.9,4.17 (3.79-4.55)
astrocytes microglia 23,110.0,0.296,46.0,0,0,0.0,NA,0,0.0,NA
astrocytes 4,208.0,0.177,37.0,173,0,0.0,NA,173,100.0,3.80 (3.50-4.10)
oligodendrocytes 0,613.0,0.155,62.0,127,11,8.66,1.84 (1.61-2.06),116,91.34,3.24 (2.78-3.71)
microglia 1,1615.0,0.085,15.0,161,35,21.74,1.58 (1.32-1.84),126,78.26,3.88 (3.62-4.15)
oligodendrocytes 3,743.0,0.117,83.0,76,0,0.0,NA,76,100.0,3.16 (2.77-3.55)
oligodendrocytes 2,526.0,0.202,30.0,213,0,0.0,NA,213,100.0,3.98 (3.70-4.25)
