tipo_celular,module_size,ZNF292_MM,ZNF292_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,305.0,0.155,38.0,15,0,0.0,NA,15,100.0,5.79 (5.09-6.49)
T cells 18,388.0,0.176,64.0,84,8,9.52,2.41 (2.26-2.55),76,90.48,3.04 (2.68-3.40)
astrocytes 5,1141.0,0.14,63.0,166,19,11.45,1.55 (1.23-1.86),147,88.55,3.69 (3.44-3.94)
oligodendrocyte progenitor cells 7,436.0,0.111,38.0,219,0,0.0,NA,219,100.0,5.21 (4.92-5.50)
GABA neurons expressing GLU receptors 22,192.0,0.091,20.0,55,6,10.91,2.10 (1.82-2.39),49,89.09,4.30 (3.88-4.71)
GLU like neurons 17,380.0,0.206,76.0,39,0,0.0,NA,39,100.0,2.97 (2.41-3.52)
da like neurons 11,77.0,0.466,89.0,3,0,0.0,NA,3,100.0,0.40 (0.24-0.56)
GABA neurons expressing GABA receptors 13,200.0,0.201,80.0,34,0,0.0,NA,34,100.0,3.89 (3.01-4.76)
endothelial cells 9,1653.0,0.163,75.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88)
oligodendrocytes 20,298.0,0.061,20.0,6,0,0.0,NA,6,100.0,0.26 (NA-NA)
GABA like neurons 14,1300.0,0.168,30.0,306,4,1.31,0.73 (0.37-1.08),302,98.69,5.18 (4.92-5.43)
astrocytes 8,262.0,0.231,85.0,11,0,0.0,NA,11,100.0,1.91 (1.09-2.74)
oligodendrocyte progenitor cells 12,153.0,0.297,18.0,27,0,0.0,NA,27,100.0,4.76 (3.76-5.76)
oligodendrocytes 10,2107.0,0.352,95.0,358,38,10.61,1.53 (1.28-1.79),320,89.39,4.25 (4.07-4.43)
connective tissue cells 21,84.0,0.177,11.0,4,0,0.0,NA,4,100.0,4.34 (4.07-4.60)
astrocytes 15,367.0,0.107,26.0,17,0,0.0,NA,17,100.0,2.08 (1.12-3.04)
oligodendrocytes 16,121.0,0.152,15.0,8,0,0.0,NA,8,100.0,0.99 (0.10-1.89)
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,229.0,0.17,7.0,99,0,0.0,NA,99,100.0,4.30 (3.96-4.63)
astrocytes 4,752.0,0.151,47.0,96,3,3.12,1.97 (1.86-2.07),93,96.88,3.34 (3.01-3.68)
oligodendrocytes 0,1186.0,0.154,66.0,300,1,0.33,3.05 (NA-NA),299,99.67,3.80 (3.59-4.00)
microglia 1,813.0,0.078,7.0,79,0,0.0,NA,79,100.0,3.10 (2.70-3.50)
oligodendrocytes 3,357.0,0.089,45.0,127,1,0.79,2.33 (NA-NA),126,99.21,3.13 (2.79-3.46)
oligodendrocytes 2,804.0,0.136,31.0,84,2,2.38,0.51 (-0.09-1.11),82,97.62,2.76 (2.42-3.09)
