tipo_celular,module_size,SLC37A1_MM,SLC37A1_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,352.0,0.157,37.0,73,0,0.0,NA,73,100.0,3.56 (3.22-3.91)
T cells 18,610.0,0.171,64.0,98,7,7.14,0.47 (0.28-0.65),91,92.86,3.35 (3.05-3.64)
astrocytes 5,932.0,0.088,18.0,80,0,0.0,NA,80,100.0,3.67 (3.26-4.08)
oligodendrocyte progenitor cells 7,,,,0,0,0.0,NA,0,0.0,NA
GABA neurons expressing GLU receptors 22,400.0,0.177,36.0,24,8,33.33,0.85 (0.39-1.31),16,66.67,2.81 (2.34-3.28)
GLU like neurons 17,1247.0,0.117,36.0,51,2,3.92,2.04 (1.96-2.12),49,96.08,3.70 (3.11-4.30)
da like neurons 11,853.0,0.07,6.0,133,5,3.76,0.41 (0.29-0.53),128,96.24,3.39 (3.08-3.69)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,1653.0,0.112,38.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88)
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA
GABA like neurons 14,3052.0,0.192,89.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68)
astrocytes 8,1266.0,0.075,43.0,66,7,10.61,0.72 (0.26-1.17),59,89.39,3.58 (3.19-3.96)
oligodendrocyte progenitor cells 12,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,1401.0,0.148,89.0,96,1,1.04,2.00 (NA-NA),95,98.96,3.63 (3.18-4.09)
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,125.0,0.252,17.0,0,0,0.0,NA,0,0.0,NA
astrocytes 4,201.0,0.106,5.0,18,0,0.0,NA,18,100.0,4.54 (3.65-5.42)
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA
microglia 1,958.0,0.112,51.0,290,2,0.69,2.03 (1.97-2.09),288,99.31,3.83 (3.60-4.06)
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA
