tipo_celular,module_size,SLC7A6_MM,SLC7A6_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,352.0,0.101,11.0,73,0,0.0,NA,73,100.0,3.56 (3.22-3.91)
T cells 18,727.0,0.216,92.0,49,0,0.0,NA,49,100.0,2.43 (2.03-2.82)
astrocytes 5,322.0,0.117,20.0,58,1,1.72,2.63 (NA-NA),57,98.28,4.21 (3.78-4.63)
oligodendrocyte progenitor cells 7,4285.0,0.126,35.0,353,7,1.98,1.53 (0.61-2.44),346,98.02,3.95 (3.77-4.14)
GABA neurons expressing GLU receptors 22,703.0,0.103,10.0,23,0,0.0,NA,23,100.0,2.09 (1.38-2.80)
GLU like neurons 17,1247.0,0.146,59.0,51,2,3.92,2.04 (1.96-2.12),49,96.08,3.70 (3.11-4.30)
da like neurons 11,215.0,0.161,39.0,9,0,0.0,NA,9,100.0,0.85 (0.17-1.52)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,658.0,0.127,22.0,120,3,2.5,2.35 (1.99-2.72),117,97.5,4.67 (4.36-4.99)
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA
GABA like neurons 14,3052.0,0.109,24.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68)
astrocytes 8,1266.0,0.073,41.0,66,2,3.03,1.10 (-0.65-2.86),64,96.97,3.30 (2.89-3.72)
oligodendrocyte progenitor cells 12,3303.0,0.091,65.0,276,8,2.9,1.83 (1.13-2.54),268,97.1,3.61 (3.39-3.83)
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA
connective tissue cells 21,112.0,0.222,41.0,7,0,0.0,NA,7,100.0,1.95 (1.17-2.73)
astrocytes 15,1768.0,0.097,60.0,105,5,4.76,0.97 (0.37-1.56),100,95.24,3.33 (3.00-3.67)
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,125.0,0.285,34.0,0,0,0.0,NA,0,0.0,NA
astrocytes 4,171.0,0.244,79.0,22,0,0.0,NA,22,100.0,4.54 (3.62-5.46)
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA
microglia 1,813.0,0.109,42.0,79,0,0.0,NA,79,100.0,3.10 (2.70-3.50)
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA
