tipo_celular,module_size,SLC10A4_MM,SLC10A4_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocyte progenitor cells 7,,,,0,0,0.0,NA,0,0.0,NA
GABA neurons expressing GLU receptors 22,,,,0,0,0.0,NA,0,0.0,NA
GLU like neurons 17,,,,0,0,0.0,NA,0,0.0,NA
da like neurons 11,1220.0,0.268,75.0,410,12,2.93,2.43 (1.98-2.89),398,97.07,4.32 (4.14-4.51)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA
GABA like neurons 14,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 8,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocyte progenitor cells 12,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA
da neurons 6,518.0,0.17,87.0,122,8,6.56,2.73 (1.96-3.50),114,93.44,4.11 (3.69-4.52)
astrocytes microglia 23,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 4,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA
