tipo_celular,module_size,ZNF135_MM,ZNF135_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,932.0,0.134,81.0,80,1,1.25,4.57 (NA-NA),79,98.75,3.66 (3.24-4.07)
oligodendrocyte progenitor cells 7,4285.0,0.117,23.0,353,38,10.76,1.60 (1.36-1.85),315,89.24,4.26 (4.09-4.43)
GABA neurons expressing GLU receptors 22,703.0,0.157,32.0,23,1,4.35,1.18 (NA-NA),22,95.65,2.13 (1.39-2.88)
GLU like neurons 17,1247.0,0.12,39.0,51,0,0.0,NA,51,100.0,3.62 (3.05-4.20)
da like neurons 11,,,,0,0,0.0,NA,0,0.0,NA
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 20,279.0,0.044,5.0,16,0,0.0,NA,16,100.0,2.38 (1.63-3.13)
GABA like neurons 14,2090.0,0.134,36.0,74,15,20.27,2.32 (2.04-2.60),59,79.73,3.13 (2.66-3.60)
astrocytes 8,1266.0,0.062,28.0,66,11,16.67,1.32 (0.57-2.07),55,83.33,3.68 (3.29-4.07)
oligodendrocyte progenitor cells 12,3303.0,0.027,2.0,276,29,10.51,1.69 (1.48-1.90),247,89.49,3.84 (3.62-4.06)
oligodendrocytes 10,1277.0,0.104,48.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27)
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,367.0,0.029,3.0,17,0,0.0,NA,17,100.0,2.08 (1.12-3.04)
oligodendrocytes 16,112.0,0.161,37.0,1,0,0.0,NA,1,100.0,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,86.0,0.301,40.0,1,0,0.0,NA,1,100.0,1.71 (NA-NA)
astrocytes 4,1807.0,0.156,72.0,104,18,17.31,1.30 (1.04-1.57),86,82.69,3.22 (2.94-3.51)
oligodendrocytes 0,309.0,0.122,36.0,30,0,0.0,NA,30,100.0,6.09 (5.49-6.69)
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,639.0,0.058,15.0,15,4,26.67,0.82 (-0.10-1.74),11,73.33,4.42 (3.01-5.83)
oligodendrocytes 2,1630.0,0.126,21.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51)
