tipo_celular,module_size,ZNF365_MM,ZNF365_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,165.0,0.132,24.0,51,2,3.92,7.38 (5.63-9.14),49,96.08,5.23 (4.55-5.92)
oligodendrocyte progenitor cells 7,448.0,0.125,37.0,108,0,0.0,NA,108,100.0,3.26 (2.82-3.69)
GABA neurons expressing GLU receptors 22,823.0,0.191,57.0,23,3,13.04,1.01 (NA-NA),20,86.96,2.48 (1.73-3.23)
GLU like neurons 17,637.0,0.234,72.0,91,17,18.68,2.66 (1.78-3.55),74,81.32,5.17 (4.64-5.70)
da like neurons 11,408.0,0.241,65.0,25,8,32.0,1.70 (0.64-2.75),17,68.0,6.56 (5.46-7.65)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 20,275.0,0.307,82.0,17,1,5.88,NA,16,94.12,1.72 (1.15-2.29)
GABA like neurons 14,3052.0,0.1,17.0,125,5,4.0,3.61 (2.66-4.55),120,96.0,3.34 (3.01-3.68)
astrocytes 8,771.0,0.27,77.0,48,10,20.83,6.66 (5.10-8.22),38,79.17,3.76 (3.05-4.47)
oligodendrocyte progenitor cells 12,708.0,0.239,80.0,32,8,25.0,2.26 (0.44-4.08),24,75.0,3.64 (2.80-4.48)
oligodendrocytes 10,1277.0,0.208,93.0,27,2,7.41,NA,25,92.59,5.41 (4.54-6.27)
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,458.0,0.201,83.0,36,7,19.44,8.14 (7.87-8.41),29,80.56,2.61 (1.87-3.36)
oligodendrocytes 16,65.0,0.134,16.0,0,0,0.0,NA,0,0.0,NA
da neurons 6,553.0,0.088,19.0,124,1,0.81,0.40 (NA-NA),123,99.19,4.23 (3.84-4.61)
astrocytes microglia 23,78.0,0.261,15.0,3,0,0.0,NA,3,100.0,0.39 (0.24-0.54)
astrocytes 4,201.0,0.206,73.0,18,2,11.11,5.37 (-0.34-11.08),16,88.89,4.42 (3.62-5.22)
oligodendrocytes 0,613.0,0.188,84.0,127,9,7.09,2.13 (1.66-2.60),118,92.91,3.17 (2.71-3.62)
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,681.0,0.267,100.0,87,18,20.69,1.87 (1.50-2.24),69,79.31,2.79 (2.47-3.11)
oligodendrocytes 2,921.0,0.126,32.0,200,4,2.0,2.90 (2.75-3.04),196,98.0,3.64 (3.36-3.91)
