tipo_celular,module_size,SLC4A8_MM,SLC4A8_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,305.0,0.162,44.0,15,2,13.33,5.98 (2.61-9.34),13,86.67,5.75 (5.10-6.40)
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,1141.0,0.148,73.0,166,2,1.2,0.38 (0.04-0.71),164,98.8,3.44 (3.19-3.68)
oligodendrocyte progenitor cells 7,4285.0,0.125,34.0,353,12,3.4,1.31 (0.70-1.92),341,96.6,4.01 (3.83-4.19)
GABA neurons expressing GLU receptors 22,823.0,0.261,89.0,23,0,0.0,NA,23,100.0,2.40 (1.67-3.12)
GLU like neurons 17,795.0,0.146,58.0,80,14,17.5,5.46 (3.64-7.29),66,82.5,5.71 (5.31-6.12)
da like neurons 11,265.0,0.186,50.0,4,1,25.0,2.74 (NA-NA),3,75.0,1.47 (-0.90-3.84)
GABA neurons expressing GABA receptors 13,266.0,0.231,80.0,118,24,20.34,4.73 (4.09-5.36),94,79.66,4.74 (4.32-5.15)
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 20,233.0,0.237,71.0,5,0,0.0,NA,5,100.0,0.63 (-0.10-1.37)
GABA like neurons 14,3052.0,0.135,46.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68)
astrocytes 8,771.0,0.154,56.0,48,1,2.08,0.79 (NA-NA),47,97.92,4.53 (3.78-5.27)
oligodendrocyte progenitor cells 12,708.0,0.183,73.0,25,1,4.0,0.21 (NA-NA),24,96.0,3.00 (2.02-3.99)
oligodendrocytes 10,1277.0,0.159,76.0,27,1,3.7,NA,26,96.3,5.41 (4.54-6.27)
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 15,338.0,0.103,14.0,14,0,0.0,NA,14,100.0,1.77 (1.03-2.51)
oligodendrocytes 16,199.0,0.136,23.0,3,0,0.0,NA,3,100.0,5.28 (1.90-8.66)
da neurons 6,448.0,0.201,96.0,43,0,0.0,NA,43,100.0,3.28 (2.76-3.80)
astrocytes microglia 23,96.0,0.244,12.0,0,0,0.0,NA,0,0.0,NA
astrocytes 4,752.0,0.144,36.0,96,0,0.0,NA,96,100.0,3.29 (2.96-3.62)
oligodendrocytes 0,309.0,0.205,85.0,30,4,13.33,5.70 (5.32-6.08),26,86.67,6.15 (5.46-6.84)
microglia 1,1615.0,0.113,55.0,161,9,5.59,0.97 (0.30-1.64),152,94.41,3.44 (3.18-3.70)
oligodendrocytes 3,639.0,0.235,97.0,15,6,40.0,1.94 (-0.89-4.77),9,60.0,4.17 (3.04-5.31)
oligodendrocytes 2,131.0,0.224,70.0,20,2,10.0,2.42 (2.37-2.47),18,90.0,4.81 (4.10-5.52)
