tipo_celular,module_size,ZNF609_MM,ZNF609_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,235.0,0.08,6.0,140,15,10.71,4.09 (3.55-4.62),125,89.29,4.62 (4.31-4.93)
T cells 18,388.0,0.296,91.0,84,9,10.71,2.41 (2.26-2.55),75,89.29,3.04 (2.68-3.40)
astrocytes 5,117.0,0.17,63.0,28,3,10.71,5.19 (4.84-5.54),25,89.29,5.32 (4.66-5.99)
oligodendrocyte progenitor cells 7,666.0,0.097,8.0,127,5,3.94,1.31 (0.80-1.82),122,96.06,3.99 (3.66-4.32)
GABA neurons expressing GLU receptors 22,459.0,0.179,59.0,165,8,4.85,2.14 (1.40-2.89),157,95.15,5.29 (4.95-5.62)
GLU like neurons 17,1247.0,0.212,87.0,51,0,0.0,NA,51,100.0,3.62 (3.05-4.20)
da like neurons 11,204.0,0.311,88.0,2,0,0.0,NA,2,100.0,1.89 (-1.31-5.09)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,1653.0,0.089,20.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88)
oligodendrocytes 20,938.0,0.156,65.0,169,3,1.78,0.69 (0.05-1.34),166,98.22,3.54 (3.33-3.75)
GABA like neurons 14,1300.0,0.319,92.0,306,20,6.54,3.72 (2.84-4.60),286,93.46,5.24 (4.97-5.51)
astrocytes 8,1266.0,0.164,90.0,66,18,27.27,2.39 (1.59-3.19),48,72.73,3.61 (3.17-4.06)
oligodendrocyte progenitor cells 12,708.0,0.097,41.0,25,1,4.0,0.21 (NA-NA),24,96.0,3.00 (2.02-3.99)
oligodendrocytes 10,2107.0,0.361,95.0,358,52,14.53,1.93 (1.67-2.19),306,85.47,4.32 (4.14-4.50)
connective tissue cells 21,116.0,0.162,1.0,2,0,0.0,NA,2,100.0,0.40 (0.12-0.68)
astrocytes 15,268.0,0.153,70.0,10,2,20.0,2.44 (1.43-3.45),8,80.0,4.11 (1.93-6.29)
oligodendrocytes 16,199.0,0.165,48.0,3,0,0.0,NA,3,100.0,5.28 (1.90-8.66)
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,42.0,0.183,3.0,0,0,0.0,NA,0,0.0,NA
astrocytes 4,161.0,0.104,7.0,45,0,0.0,NA,45,100.0,5.28 (4.66-5.91)
oligodendrocytes 0,479.0,0.152,51.0,40,4,10.0,4.41 (3.90-4.93),36,90.0,6.07 (5.53-6.61)
microglia 1,315.0,0.178,53.0,144,10,6.94,4.28 (3.05-5.50),134,93.06,4.48 (4.16-4.79)
oligodendrocytes 3,639.0,0.15,82.0,15,3,20.0,0.35 (0.26-0.44),12,80.0,4.20 (2.87-5.53)
oligodendrocytes 2,237.0,0.234,60.0,26,0,0.0,NA,26,100.0,5.22 (4.28-6.15)
