tipo_celular,module_size,ZNF197_MM,ZNF197_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%)
microglia 19,,,,0,0,0.0,NA,0,0.0,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA
astrocytes 5,1141.0,0.12,32.0,166,19,11.45,1.55 (1.23-1.86),147,88.55,3.69 (3.44-3.94)
oligodendrocyte progenitor cells 7,4285.0,0.13,42.0,353,34,9.63,1.57 (1.30-1.84),319,90.37,4.22 (4.05-4.39)
GABA neurons expressing GLU receptors 22,1069.0,0.118,18.0,37,4,10.81,2.06 (1.60-2.51),33,89.19,2.17 (1.65-2.69)
GLU like neurons 17,229.0,0.2,52.0,22,0,0.0,NA,22,100.0,2.52 (1.91-3.13)
da like neurons 11,289.0,0.099,13.0,6,0,0.0,NA,6,100.0,2.89 (2.54-3.24)
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 20,676.0,0.082,32.0,110,3,2.73,0.90 (0.75-1.04),107,97.27,5.16 (4.73-5.58)
GABA like neurons 14,2090.0,0.091,9.0,74,15,20.27,2.32 (2.04-2.60),59,79.73,3.13 (2.66-3.60)
astrocytes 8,354.0,0.136,59.0,8,0,0.0,NA,8,100.0,0.78 (0.08-1.47)
oligodendrocyte progenitor cells 12,3303.0,0.067,35.0,276,28,10.14,1.68 (1.46-1.90),248,89.86,3.83 (3.61-4.05)
oligodendrocytes 10,2107.0,0.041,3.0,358,38,10.61,1.53 (1.28-1.79),320,89.39,4.25 (4.07-4.43)
connective tissue cells 21,84.0,0.331,84.0,4,0,0.0,NA,4,100.0,4.34 (4.07-4.60)
astrocytes 15,377.0,0.234,91.0,14,3,21.43,0.49 (0.40-0.58),11,78.57,2.84 (1.34-4.34)
oligodendrocytes 16,91.0,0.207,44.0,0,0,0.0,NA,0,0.0,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA
astrocytes microglia 23,46.0,0.361,72.0,0,0,0.0,NA,0,0.0,NA
astrocytes 4,787.0,0.151,50.0,65,0,0.0,NA,65,100.0,2.96 (2.57-3.36)
oligodendrocytes 0,2078.0,0.109,39.0,238,9,3.78,2.10 (1.58-2.62),229,96.22,3.71 (3.48-3.93)
microglia 1,,,,0,0,0.0,NA,0,0.0,NA
oligodendrocytes 3,1003.0,0.072,23.0,111,0,0.0,NA,111,100.0,3.30 (2.96-3.64)
oligodendrocytes 2,1630.0,0.108,5.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51)
