tipo_celular,module_size,ZNF276_MM,ZNF276_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,218.0,0.197,41.0,5,0,0.0,NA,5,100.0,2.33 (0.29-4.37),NA,4.25
T cells 18,282.0,0.157,35.0,12,0,0.0,NA,12,100.0,3.30 (2.18-4.42),NA,5.37
astrocytes 5,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocyte progenitor cells 7,4285.0,0.128,39.0,353,35,9.92,1.65 (1.40-1.90),318,90.08,4.21 (4.03-4.39),18.84,6.88
GABA neurons expressing GLU receptors 22,599.0,0.319,89.0,22,1,4.55,0.94 (NA-NA),21,95.45,2.31 (1.48-3.13),1.47,4.07
GLU like neurons 17,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
da like neurons 11,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 20,358.0,0.031,8.0,31,1,3.23,NA,30,96.77,2.36 (1.93-2.79),1.30,3.92
GABA like neurons 14,2090.0,0.182,69.0,74,15,20.27,2.23 (2.00-2.47),59,79.73,3.14 (2.68-3.60),3.07,12.39
astrocytes 8,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocyte progenitor cells 12,3303.0,0.088,62.0,276,32,11.59,1.77 (1.53-2.01),244,88.41,3.85 (3.62-4.07),6.38,4.94
oligodendrocytes 10,1277.0,0.085,35.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27),NA,6.37
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 15,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 16,74.0,0.418,100.0,1,0,0.0,NA,1,100.0,NA,NA,1.34
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,53.0,0.517,100.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 0,2078.0,0.135,88.0,238,10,4.2,2.10 (1.58-2.62),228,95.8,3.71 (3.48-3.93),7.59,4.91
microglia 1,958.0,0.085,12.0,290,6,2.07,1.65 (0.66-2.64),284,97.93,3.87 (3.64-4.10),5.20,5.00
oligodendrocytes 3,1003.0,0.05,5.0,111,0,0.0,NA,111,100.0,3.30 (2.96-3.64),NA,4.23
oligodendrocytes 2,1630.0,0.168,93.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51),NA,3.59
