tipo_celular,module_size,ZNF445_MM,ZNF445_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,159.0,0.34,97.0,18,0,0.0,NA,18,100.0,2.04 (1.57-2.51),NA,3.27
T cells 18,388.0,0.093,14.0,84,8,9.52,2.41 (2.26-2.55),76,90.48,3.04 (2.68-3.40),2.22,4.54
astrocytes 5,1656.0,0.103,31.0,136,6,4.41,1.52 (1.26-1.78),130,95.59,3.30 (3.02-3.57),7.46,4.87
oligodendrocyte progenitor cells 7,4285.0,0.15,72.0,353,44,12.46,1.96 (1.63-2.30),309,87.54,4.26 (4.08-4.44),19.25,6.47
GABA neurons expressing GLU receptors 22,192.0,0.148,62.0,55,6,10.91,2.10 (1.82-2.39),49,89.09,4.30 (3.88-4.71),1.60,3.54
GLU like neurons 17,1247.0,0.107,30.0,51,0,0.0,NA,51,100.0,3.62 (3.05-4.20),NA,3.24
da like neurons 11,289.0,0.135,30.0,6,0,0.0,NA,6,100.0,2.89 (2.54-3.24),NA,2.16
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 20,295.0,0.019,2.0,28,6,21.43,2.37 (1.95-2.80),22,78.57,2.14 (1.55-2.72),2.01,3.36
GABA like neurons 14,2090.0,0.161,55.0,74,15,20.27,2.32 (2.04-2.60),59,79.73,3.13 (2.66-3.60),3.24,12.34
astrocytes 8,354.0,0.07,19.0,8,0,0.0,NA,8,100.0,0.78 (0.08-1.47),NA,5.07
oligodendrocyte progenitor cells 12,3303.0,0.069,37.0,276,29,10.51,1.75 (1.50-2.00),247,89.49,3.83 (3.61-4.05),7.22,4.86
oligodendrocytes 10,2107.0,0.147,50.0,358,51,14.25,1.97 (1.64-2.30),307,85.75,4.29 (4.11-4.47),22.92,7.24
connective tissue cells 21,91.0,0.356,79.0,4,0,0.0,NA,4,100.0,0.35 (0.26-0.44),NA,2.51
astrocytes 15,208.0,0.043,19.0,4,0,0.0,NA,4,100.0,3.12 (0.87-5.36),NA,2.82
oligodendrocytes 16,51.0,0.281,82.0,1,0,0.0,NA,1,100.0,3.22 (NA-NA),NA,21.90
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,72.0,0.3,39.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,1807.0,0.153,66.0,104,17,16.35,1.26 (1.00-1.53),87,83.65,3.21 (2.92-3.49),9.25,4.64
oligodendrocytes 0,2078.0,0.102,25.0,238,13,5.46,2.74 (2.07-3.40),225,94.54,3.70 (3.47-3.93),6.32,4.95
microglia 1,958.0,0.084,12.0,290,10,3.45,2.48 (1.53-3.42),280,96.55,3.87 (3.64-4.11),6.36,4.95
oligodendrocytes 3,854.0,0.049,5.0,76,3,3.95,1.00 (0.20-1.79),73,96.05,2.86 (2.53-3.19),3.05,4.79
oligodendrocytes 2,1630.0,0.153,73.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51),NA,3.59
