tipo_celular,module_size,ZNF131_MM,ZNF131_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,351.0,0.206,85.0,71,4,5.63,1.32 (0.53-2.12),67,94.37,2.71 (2.29-3.14),1.89,3.68
T cells 18,624.0,0.154,51.0,142,1,0.7,4.27 (NA-NA),141,99.3,3.20 (2.93-3.47),1.62,4.32
astrocytes 5,932.0,0.115,60.0,80,2,2.5,4.37 (4.37-4.37),78,97.5,3.65 (3.23-4.07),1.98,4.36
oligodendrocyte progenitor cells 7,666.0,0.141,30.0,127,3,2.36,0.90 (0.75-1.04),124,97.64,3.94 (3.61-4.27),6.27,5.83
GABA neurons expressing GLU receptors 22,599.0,0.199,42.0,22,1,4.55,0.94 (NA-NA),21,95.45,2.31 (1.48-3.13),1.47,4.07
GLU like neurons 17,1247.0,0.175,75.0,51,0,0.0,NA,51,100.0,3.62 (3.05-4.20),NA,3.24
da like neurons 11,137.0,0.296,55.0,2,0,0.0,NA,2,100.0,5.16 (NA-NA),NA,1.63
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,1653.0,0.155,70.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88),NA,5.52
oligodendrocytes 20,279.0,0.284,72.0,16,0,0.0,NA,16,100.0,2.38 (1.63-3.13),NA,3.48
GABA like neurons 14,1300.0,0.16,27.0,306,8,2.61,1.79 (0.86-2.72),298,97.39,5.23 (4.97-5.48),5.19,6.75
astrocytes 8,727.0,0.119,58.0,29,0,0.0,NA,29,100.0,2.37 (1.87-2.86),NA,3.55
oligodendrocyte progenitor cells 12,3303.0,0.074,45.0,276,37,13.41,1.87 (1.64-2.10),239,86.59,3.90 (3.67-4.13),10.42,4.29
oligodendrocytes 10,2107.0,0.205,70.0,358,57,15.92,2.10 (1.79-2.40),301,84.08,4.34 (4.16-4.53),26.24,6.30
connective tissue cells 21,111.0,0.236,27.0,26,0,0.0,NA,26,100.0,2.52 (1.86-3.18),NA,2.17
astrocytes 15,1768.0,0.089,51.0,105,17,16.19,1.52 (1.17-1.86),88,83.81,3.57 (3.22-3.92),7.01,3.39
oligodendrocytes 16,121.0,0.18,23.0,3,0,0.0,NA,3,100.0,2.94 (1.35-4.53),NA,2.09
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,255.0,0.242,36.0,57,2,3.51,2.80 (1.08-4.52),55,96.49,2.65 (2.27-3.02),1.80,3.39
astrocytes 4,514.0,0.122,11.0,95,4,4.21,1.14 (0.66-1.61),91,95.79,3.50 (3.07-3.92),3.10,4.71
oligodendrocytes 0,1186.0,0.147,56.0,300,7,2.33,3.84 (3.25-4.43),293,97.67,3.79 (3.58-4.00),7.67,4.07
microglia 1,1615.0,0.102,38.0,161,44,27.33,1.92 (1.61-2.22),117,72.67,3.95 (3.67-4.23),10.02,3.71
oligodendrocytes 3,357.0,0.081,39.0,127,2,1.57,2.65 (2.03-3.27),125,98.43,3.13 (2.79-3.47),1.73,4.28
oligodendrocytes 2,407.0,0.158,55.0,122,54,44.26,2.19 (1.88-2.51),68,55.74,4.79 (4.28-5.31),3.17,2.33
