tipo_celular,module_size,ZNF891_MM,ZNF891_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 5,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocyte progenitor cells 7,4285.0,0.139,55.0,353,35,9.92,2.13 (1.81-2.46),318,90.08,4.15 (3.96-4.34),12.33,7.59
GABA neurons expressing GLU receptors 22,599.0,0.304,86.0,22,1,4.55,0.94 (NA-NA),21,95.45,2.31 (1.48-3.13),1.47,4.07
GLU like neurons 17,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
da like neurons 11,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 20,938.0,0.146,60.0,169,3,1.78,0.69 (0.05-1.34),166,98.22,3.54 (3.33-3.75),3.75,5.39
GABA like neurons 14,2090.0,0.1,13.0,74,15,20.27,2.32 (2.04-2.60),59,79.73,3.13 (2.66-3.60),3.24,12.34
astrocytes 8,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocyte progenitor cells 12,218.0,0.028,4.0,1,0,0.0,NA,1,100.0,2.68 (NA-NA),NA,2.31
oligodendrocytes 10,2107.0,0.053,6.0,358,43,12.01,2.27 (1.92-2.62),315,87.99,4.17 (3.97-4.36),17.63,8.36
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 15,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 16,116.0,0.289,94.0,3,0,0.0,NA,3,100.0,0.40 (0.12-0.68),NA,1.37
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,47.0,0.351,50.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 0,2078.0,0.12,62.0,238,11,4.62,2.39 (1.82-2.97),227,95.38,3.71 (3.48-3.93),6.99,4.93
microglia 1,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 3,681.0,0.079,35.0,87,36,41.38,2.49 (2.12-2.86),51,58.62,2.66 (2.27-3.05),3.92,4.47
oligodendrocytes 2,1630.0,0.159,83.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51),NA,3.59
