tipo_celular,module_size,SLC27A4_MM,SLC27A4_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 5,932.0,0.096,30.0,80,0,0.0,NA,80,100.0,3.67 (3.26-4.08),NA,4.30
oligodendrocyte progenitor cells 7,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
GABA neurons expressing GLU receptors 22,703.0,0.127,19.0,23,1,4.35,2.53 (NA-NA),22,95.65,2.07 (1.33-2.82),1.75,4.03
GLU like neurons 17,1247.0,0.181,77.0,51,2,3.92,2.04 (1.96-2.12),49,96.08,3.70 (3.11-4.30),2.73,3.26
da like neurons 11,853.0,0.132,52.0,133,11,8.27,1.55 (0.67-2.43),122,91.73,3.44 (3.12-3.75),5.77,4.02
GABA neurons expressing GABA receptors 13,77.0,0.203,74.0,3,0,0.0,NA,3,100.0,1.59 (0.34-2.85),NA,1.97
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 20,938.0,0.046,10.0,169,8,4.73,2.63 (1.44-3.83),161,95.27,3.53 (3.31-3.75),4.57,5.40
GABA like neurons 14,2090.0,0.174,64.0,74,1,1.35,2.53 (NA-NA),73,98.65,2.95 (2.57-3.33),5.63,10.57
astrocytes 8,47.0,0.047,31.0,76,2,2.63,2.39 (2.39-2.39),74,97.37,4.07 (3.77-4.38),4.87,4.60
oligodendrocyte progenitor cells 12,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 10,806.0,0.094,24.0,261,13,4.98,2.99 (2.40-3.58),248,95.02,4.46 (4.21-4.71),7.62,5.98
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 15,418.0,0.08,44.0,54,8,14.81,3.17 (2.43-3.91),46,85.19,3.78 (3.28-4.29),3.55,2.92
oligodendrocytes 16,155.0,0.227,58.0,8,2,25.0,0.47 (0.34-0.61),6,75.0,4.21 (0.18-8.24),1.69,1.63
da neurons 6,518.0,0.101,40.0,122,24,19.67,2.51 (1.94-3.08),98,80.33,4.50 (4.07-4.93),5.58,2.97
astrocytes microglia 23,122.0,0.346,77.0,5,0,0.0,NA,5,100.0,1.94 (-0.80-4.68),NA,1.70
astrocytes 4,1807.0,0.13,25.0,104,14,13.46,2.37 (1.60-3.14),90,86.54,2.95 (2.65-3.25),10.22,4.65
oligodendrocytes 0,187.0,0.106,13.0,14,0,0.0,NA,14,100.0,5.53 (4.92-6.14),NA,2.49
microglia 1,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 3,242.0,0.043,3.0,6,0,0.0,NA,6,100.0,5.99 (5.03-6.94),NA,2.04
oligodendrocytes 2,1630.0,0.142,50.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51),NA,3.59
