tipo_celular,module_size,ZNF782_MM,ZNF782_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,401.0,0.137,33.0,19,0,0.0,NA,19,100.0,2.52 (1.81-3.24),NA,3.33
T cells 18,727.0,0.14,46.0,49,0,0.0,NA,49,100.0,2.43 (2.03-2.82),NA,6.24
astrocytes 5,932.0,0.112,54.0,80,0,0.0,NA,80,100.0,3.67 (3.26-4.08),NA,4.30
oligodendrocyte progenitor cells 7,4285.0,0.167,92.0,353,34,9.63,1.57 (1.30-1.84),319,90.37,4.22 (4.05-4.39),23.50,6.42
GABA neurons expressing GLU receptors 22,567.0,0.249,72.0,16,0,0.0,NA,16,100.0,1.97 (1.30-2.64),NA,3.63
GLU like neurons 17,300.0,0.257,90.0,16,0,0.0,NA,16,100.0,2.08 (1.23-2.93),NA,2.47
da like neurons 11,145.0,0.32,75.0,1,0,0.0,NA,1,100.0,NA,NA,1.63
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,1653.0,0.133,54.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88),NA,5.52
oligodendrocytes 20,322.0,0.032,5.0,10,0,0.0,NA,10,100.0,1.41 (0.38-2.43),NA,5.13
GABA like neurons 14,3052.0,0.121,35.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68),NA,8.61
astrocytes 8,1266.0,0.051,16.0,66,7,10.61,0.61 (0.34-0.88),59,89.39,3.59 (3.22-3.97),4.09,2.82
oligodendrocyte progenitor cells 12,3303.0,0.074,45.0,276,28,10.14,1.68 (1.46-1.90),248,89.86,3.83 (3.61-4.05),7.40,4.85
oligodendrocytes 10,1277.0,0.149,72.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27),NA,6.37
connective tissue cells 21,136.0,0.257,35.0,3,0,0.0,NA,3,100.0,0.26 (NA-NA),NA,1.93
astrocytes 15,1768.0,0.057,20.0,105,11,10.48,1.06 (0.82-1.31),94,89.52,3.49 (3.15-3.82),5.46,3.81
oligodendrocytes 16,81.0,0.192,63.0,3,0,0.0,NA,3,100.0,NA,NA,2.28
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,100.0,0.256,29.0,9,0,0.0,NA,9,100.0,3.95 (2.94-4.96),NA,1.72
astrocytes 4,721.0,0.153,53.0,61,0,0.0,NA,61,100.0,2.97 (2.55-3.38),NA,6.02
oligodendrocytes 0,1186.0,0.12,16.0,300,1,0.33,3.05 (NA-NA),299,99.67,3.80 (3.59-4.00),3.76,4.16
microglia 1,1615.0,0.116,60.0,161,34,21.12,1.57 (1.30-1.84),127,78.88,3.86 (3.60-4.13),9.07,4.46
oligodendrocytes 3,854.0,0.103,64.0,76,3,3.95,1.00 (0.20-1.79),73,96.05,2.86 (2.53-3.19),3.05,4.79
oligodendrocytes 2,407.0,0.149,46.0,122,35,28.69,1.63 (1.36-1.91),87,71.31,4.30 (3.88-4.73),3.17,2.51
