tipo_celular,module_size,ZNF540_MM,ZNF540_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 5,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocyte progenitor cells 7,4285.0,0.142,61.0,353,52,14.73,2.12 (1.79-2.45),301,85.27,4.31 (4.13-4.49),22.26,5.61
GABA neurons expressing GLU receptors 22,714.0,0.173,47.0,17,5,29.41,2.70 (2.17-3.23),12,70.59,2.15 (1.35-2.94),2.48,4.02
GLU like neurons 17,1316.0,0.118,46.0,101,0,0.0,NA,101,100.0,3.05 (2.70-3.40),NA,3.05
da like neurons 11,853.0,0.082,12.0,133,52,39.1,2.31 (2.00-2.61),81,60.9,4.06 (3.64-4.49),5.54,3.28
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 20,330.0,0.348,94.0,36,16,44.44,2.06 (1.76-2.36),20,55.56,1.79 (1.19-2.40),2.52,3.62
GABA like neurons 14,3052.0,0.113,28.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68),NA,8.61
astrocytes 8,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocyte progenitor cells 12,3303.0,0.033,3.0,276,38,13.77,2.03 (1.73-2.33),238,86.23,3.88 (3.65-4.10),10.43,4.26
oligodendrocytes 10,1277.0,0.02,1.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27),NA,6.37
connective tissue cells 21,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 15,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 16,104.0,0.221,55.0,1,1,100.0,0.26 (NA-NA),0,0.0,NA,1.45,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,103.0,0.375,87.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 0,2078.0,0.103,26.0,238,11,4.62,2.39 (1.82-2.97),227,95.38,3.71 (3.48-3.93),6.99,4.93
microglia 1,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 3,743.0,0.063,21.0,76,2,2.63,3.97 (1.29-6.65),74,97.37,3.14 (2.73-3.54),1.88,7.43
oligodendrocytes 2,1630.0,0.159,83.0,154,2,1.3,2.68 (2.52-2.84),152,98.7,3.25 (2.98-3.52),2.83,3.60
