tipo_celular,module_size,ZNF611_MM,ZNF611_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,401.0,0.095,9.0,19,0,0.0,NA,19,100.0,2.52 (1.81-3.24),NA,3.33
T cells 18,349.0,0.106,20.0,68,3,4.41,0.90 (0.75-1.04),65,95.59,4.58 (4.05-5.12),2.46,3.35
astrocytes 5,1656.0,0.119,55.0,136,6,4.41,1.52 (1.26-1.78),130,95.59,3.30 (3.02-3.57),7.46,4.87
oligodendrocyte progenitor cells 7,4285.0,0.115,22.0,353,34,9.63,1.57 (1.30-1.84),319,90.37,4.22 (4.05-4.39),23.50,6.42
GABA neurons expressing GLU receptors 22,192.0,0.12,41.0,55,6,10.91,2.10 (1.82-2.39),49,89.09,4.30 (3.88-4.71),1.60,3.54
GLU like neurons 17,1247.0,0.151,63.0,51,0,0.0,NA,51,100.0,3.62 (3.05-4.20),NA,3.24
da like neurons 11,853.0,0.135,54.0,133,37,27.82,1.84 (1.55-2.13),96,72.18,3.94 (3.59-4.29),5.65,3.59
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,1653.0,0.06,3.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88),NA,5.52
oligodendrocytes 20,676.0,0.041,15.0,110,3,2.73,0.90 (0.75-1.04),107,97.27,5.16 (4.73-5.58),3.60,3.52
GABA like neurons 14,2090.0,0.296,98.0,74,15,20.27,2.32 (2.04-2.60),59,79.73,3.13 (2.66-3.60),3.24,12.34
astrocytes 8,1266.0,0.067,34.0,66,7,10.61,0.61 (0.34-0.88),59,89.39,3.59 (3.22-3.97),4.09,2.82
oligodendrocyte progenitor cells 12,708.0,0.343,89.0,32,5,15.62,0.42 (0.32-0.52),27,84.38,3.86 (3.08-4.64),4.50,2.25
oligodendrocytes 10,2107.0,0.12,39.0,358,38,10.61,1.53 (1.28-1.79),320,89.39,4.25 (4.07-4.43),27.02,7.39
connective tissue cells 21,102.0,0.36,89.0,5,1,20.0,1.01 (NA-NA),4,80.0,1.57 (1.57-1.57),1.35,1.43
astrocytes 15,268.0,0.052,24.0,10,1,10.0,1.92 (NA-NA),9,90.0,3.94 (2.07-5.81),1.41,1.61
oligodendrocytes 16,51.0,0.351,98.0,1,0,0.0,NA,1,100.0,3.22 (NA-NA),NA,21.90
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,57.0,0.426,93.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,1807.0,0.134,30.0,104,17,16.35,1.26 (1.00-1.53),87,83.65,3.21 (2.92-3.49),9.25,4.64
oligodendrocytes 0,2078.0,0.102,26.0,238,9,3.78,2.10 (1.58-2.62),229,96.22,3.71 (3.48-3.93),7.99,4.91
microglia 1,1615.0,0.087,18.0,161,34,21.12,1.57 (1.30-1.84),127,78.88,3.86 (3.60-4.13),9.07,4.46
oligodendrocytes 3,357.0,0.056,15.0,127,2,1.57,2.65 (2.03-3.27),125,98.43,3.13 (2.79-3.47),1.73,4.28
oligodendrocytes 2,1630.0,0.144,54.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51),NA,3.59
