tipo_celular,module_size,ZNF146_MM,ZNF146_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,395.0,0.159,52.0,97,0,0.0,NA,97,100.0,3.06 (2.66-3.45),NA,4.90
T cells 18,727.0,0.053,1.0,49,0,0.0,NA,49,100.0,2.43 (2.03-2.82),NA,6.24
astrocytes 5,1656.0,0.114,46.0,136,6,4.41,1.52 (1.26-1.78),130,95.59,3.30 (3.02-3.57),7.46,4.87
oligodendrocyte progenitor cells 7,4285.0,0.142,61.0,353,44,12.46,1.75 (1.48-2.02),309,87.54,4.30 (4.13-4.47),24.25,5.76
GABA neurons expressing GLU receptors 22,1069.0,0.183,63.0,37,4,10.81,2.06 (1.60-2.51),33,89.19,2.17 (1.65-2.69),2.44,3.18
GLU like neurons 17,637.0,0.058,5.0,91,9,9.89,0.97 (0.26-1.69),82,90.11,5.09 (4.64-5.54),3.53,3.01
da like neurons 11,408.0,0.146,43.0,25,6,24.0,1.31 (0.53-2.09),19,76.0,6.03 (4.79-7.27),2.01,2.36
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,450.0,0.101,13.0,74,0,0.0,NA,74,100.0,5.46 (4.91-6.02),NA,3.64
oligodendrocytes 20,253.0,0.168,57.0,7,0,0.0,NA,7,100.0,0.94 (0.08-1.80),NA,5.94
GABA like neurons 14,3052.0,0.11,25.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68),NA,8.61
astrocytes 8,771.0,0.174,61.0,48,1,2.08,0.79 (NA-NA),47,97.92,4.53 (3.78-5.27),1.35,3.18
oligodendrocyte progenitor cells 12,708.0,0.113,53.0,32,6,18.75,0.94 (-0.08-1.95),26,81.25,3.87 (3.06-4.69),4.20,2.23
oligodendrocytes 10,1277.0,0.092,39.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27),NA,6.37
connective tissue cells 21,139.0,0.306,58.0,6,0,0.0,NA,6,100.0,1.24 (-0.25-2.73),NA,2.05
astrocytes 15,1401.0,0.059,25.0,96,3,3.12,1.66 (1.48-1.85),93,96.88,3.69 (3.23-4.15),5.96,3.73
oligodendrocytes 16,81.0,0.191,62.0,3,0,0.0,NA,3,100.0,NA,NA,2.28
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,54.0,0.313,48.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,1807.0,0.124,16.0,104,22,21.15,1.51 (1.22-1.80),82,78.85,3.26 (2.96-3.56),10.86,3.93
oligodendrocytes 0,187.0,0.232,76.0,14,0,0.0,NA,14,100.0,5.53 (4.92-6.14),NA,2.49
microglia 1,813.0,0.095,22.0,79,1,1.27,4.40 (NA-NA),78,98.73,3.08 (2.68-3.49),3.77,7.95
oligodendrocytes 3,854.0,0.112,73.0,76,3,3.95,1.00 (0.20-1.79),73,96.05,2.86 (2.53-3.19),3.05,4.79
oligodendrocytes 2,921.0,0.121,24.0,200,1,0.5,1.32 (NA-NA),199,99.5,3.64 (3.37-3.90),4.39,3.46
