tipo_celular,module_size,ZNF791_MM,ZNF791_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,352.0,0.05,1.0,73,0,0.0,NA,73,100.0,3.56 (3.22-3.91),NA,3.22
T cells 18,388.0,0.118,30.0,84,8,9.52,2.41 (2.26-2.55),76,90.48,3.04 (2.68-3.40),2.22,4.54
astrocytes 5,1656.0,0.104,32.0,136,6,4.41,1.52 (1.26-1.78),130,95.59,3.30 (3.02-3.57),7.46,4.87
oligodendrocyte progenitor cells 7,4285.0,0.152,76.0,353,35,9.92,1.58 (1.32-1.84),318,90.08,4.23 (4.06-4.40),23.15,6.40
GABA neurons expressing GLU receptors 22,192.0,0.134,54.0,55,6,10.91,2.10 (1.82-2.39),49,89.09,4.30 (3.88-4.71),1.60,3.54
GLU like neurons 17,1247.0,0.123,42.0,51,0,0.0,NA,51,100.0,3.62 (3.05-4.20),NA,3.24
da like neurons 11,853.0,0.092,20.0,133,37,27.82,1.84 (1.55-2.13),96,72.18,3.94 (3.59-4.29),5.65,3.59
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,385.0,0.121,63.0,275,29,10.55,1.44 (1.20-1.69),246,89.45,4.40 (4.16-4.65),13.04,5.04
oligodendrocytes 20,250.0,0.33,88.0,14,0,0.0,NA,14,100.0,1.92 (1.21-2.62),NA,4.81
GABA like neurons 14,2090.0,0.162,56.0,74,15,20.27,2.32 (2.04-2.60),59,79.73,3.13 (2.66-3.60),3.24,12.34
astrocytes 8,1266.0,0.059,24.0,66,7,10.61,0.61 (0.34-0.88),59,89.39,3.59 (3.22-3.97),4.09,2.82
oligodendrocyte progenitor cells 12,1049.0,0.055,21.0,235,0,0.0,NA,235,100.0,3.82 (3.59-4.06),NA,7.61
oligodendrocytes 10,1277.0,0.032,4.0,27,0,0.0,NA,27,100.0,5.41 (4.54-6.27),NA,6.37
connective tissue cells 21,88.0,0.341,78.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 15,1401.0,0.075,39.0,96,1,1.04,1.85 (NA-NA),95,98.96,3.64 (3.18-4.09),1.39,3.82
oligodendrocytes 16,158.0,0.232,72.0,30,1,3.33,1.95 (NA-NA),29,96.67,2.35 (1.67-3.02),1.50,12.39
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,67.0,0.352,75.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,1807.0,0.151,63.0,104,18,17.31,1.30 (1.04-1.57),86,82.69,3.22 (2.94-3.51),8.98,4.65
oligodendrocytes 0,2078.0,0.135,88.0,238,9,3.78,2.10 (1.58-2.62),229,96.22,3.71 (3.48-3.93),7.99,4.91
microglia 1,958.0,0.094,23.0,290,3,1.03,0.90 (0.75-1.04),287,98.97,3.85 (3.62-4.08),6.05,4.99
oligodendrocytes 3,681.0,0.045,5.0,87,29,33.33,1.77 (1.51-2.02),58,66.67,3.05 (2.71-3.39),4.86,3.93
oligodendrocytes 2,1630.0,0.153,72.0,154,0,0.0,NA,154,100.0,3.24 (2.98-3.51),NA,3.59
