tipo_celular,module_size,ZNF680_MM,ZNF680_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,305.0,0.093,9.0,15,0,0.0,NA,15,100.0,5.79 (5.09-6.49),NA,2.34
T cells 18,727.0,0.124,35.0,49,0,0.0,NA,49,100.0,2.43 (2.03-2.82),NA,6.24
astrocytes 5,1141.0,0.169,91.0,166,17,10.24,1.63 (1.30-1.95),149,89.76,3.64 (3.39-3.89),3.48,4.67
oligodendrocyte progenitor cells 7,4285.0,0.159,84.0,353,26,7.37,1.70 (1.45-1.94),327,92.63,4.12 (3.94-4.30),15.58,7.47
GABA neurons expressing GLU receptors 22,487.0,0.173,31.0,73,4,5.48,1.44 (1.34-1.53),69,94.52,2.84 (2.44-3.24),2.50,7.61
GLU like neurons 17,685.0,0.148,60.0,135,14,10.37,1.28 (1.05-1.50),121,89.63,3.46 (3.14-3.77),3.82,3.74
da like neurons 11,109.0,0.184,38.0,1,0,0.0,NA,1,100.0,1.71 (NA-NA),NA,6.86
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,1653.0,0.047,1.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88),NA,5.52
oligodendrocytes 20,275.0,0.214,57.0,17,0,0.0,NA,17,100.0,1.72 (1.15-2.29),NA,4.30
GABA like neurons 14,3052.0,0.166,73.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68),NA,8.61
astrocytes 8,283.0,0.189,76.0,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocyte progenitor cells 12,3303.0,0.069,37.0,276,27,9.78,1.70 (1.48-1.92),249,90.22,3.81 (3.59-4.04),6.65,4.94
oligodendrocytes 10,2107.0,0.116,37.0,358,30,8.38,1.64 (1.41-1.87),328,91.62,4.14 (3.96-4.33),21.19,8.40
connective tissue cells 21,111.0,0.243,30.0,1,0,0.0,NA,1,100.0,NA,NA,1.30
astrocytes 15,1768.0,0.117,77.0,105,10,9.52,1.05 (0.78-1.32),95,90.48,3.46 (3.13-3.80),5.27,3.84
oligodendrocytes 16,64.0,0.126,7.0,1,0,0.0,NA,1,100.0,2.12 (NA-NA),NA,1.77
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,59.0,0.318,63.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,752.0,0.16,60.0,96,3,3.12,1.97 (1.86-2.07),93,96.88,3.34 (3.01-3.68),2.11,4.39
oligodendrocytes 0,613.0,0.124,29.0,127,11,8.66,1.84 (1.61-2.06),116,91.34,3.24 (2.78-3.71),2.86,6.60
microglia 1,1615.0,0.122,67.0,161,26,16.15,1.70 (1.45-1.94),135,83.85,3.66 (3.37-3.94),6.05,5.31
oligodendrocytes 3,854.0,0.11,71.0,76,3,3.95,1.00 (0.20-1.79),73,96.05,2.86 (2.53-3.19),3.05,4.79
oligodendrocytes 2,347.0,0.15,25.0,15,0,0.0,NA,15,100.0,4.87 (4.10-5.63),NA,2.37
