tipo_celular,module_size,ZNF423_MM,ZNF423_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
T cells 18,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 5,932.0,0.169,97.0,80,2,2.5,4.37 (4.37-4.37),78,97.5,3.65 (3.23-4.07),1.98,4.36
oligodendrocyte progenitor cells 7,4285.0,0.158,83.0,353,57,16.15,2.18 (1.90-2.47),296,83.85,4.33 (4.15-4.51),20.53,5.66
GABA neurons expressing GLU receptors 22,459.0,0.05,3.0,165,9,5.45,2.15 (1.48-2.83),156,94.55,5.31 (4.98-5.64),3.72,4.11
GLU like neurons 17,300.0,0.234,83.0,16,5,31.25,2.70 (2.17-3.23),11,68.75,1.74 (0.48-3.00),2.13,2.62
da like neurons 11,215.0,0.358,91.0,9,0,0.0,NA,9,100.0,0.85 (0.17-1.52),NA,5.38
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,1653.0,0.192,87.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88),NA,5.52
oligodendrocytes 20,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
GABA like neurons 14,2090.0,0.212,84.0,74,13,17.57,2.23 (1.94-2.52),61,82.43,3.12 (2.67-3.58),3.32,12.03
astrocytes 8,1266.0,0.185,94.0,66,19,28.79,2.08 (1.51-2.65),47,71.21,3.80 (3.33-4.27),3.57,2.70
oligodendrocyte progenitor cells 12,3303.0,0.138,96.0,276,45,16.3,2.09 (1.85-2.34),231,83.7,3.93 (3.69-4.16),9.43,4.27
oligodendrocytes 10,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
connective tissue cells 21,112.0,0.307,80.0,7,2,28.57,2.00 (1.71-2.28),5,71.43,1.94 (0.81-3.06),1.66,2.04
astrocytes 15,1401.0,0.165,92.0,96,6,6.25,2.52 (1.78-3.25),90,93.75,3.70 (3.23-4.18),2.28,3.90
oligodendrocytes 16,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,161.0,0.222,7.0,7,0,0.0,NA,7,100.0,1.58 (0.74-2.41),NA,2.66
astrocytes 4,251.0,0.206,77.0,34,2,5.88,2.42 (2.37-2.47),32,94.12,5.49 (4.93-6.06),2.75,3.09
oligodendrocytes 0,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
microglia 1,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 3,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
oligodendrocytes 2,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
