tipo_celular,module_size,ZNF431_MM,ZNF431_MM_percentile,total_annotations,known_annotations,known_percentage,IC known(CI95%),new_annotations,new_percentage,IC new(CI95%),p_value_known,p_value_new
microglia 19,395.0,0.149,42.0,97,0,0.0,NA,97,100.0,3.06 (2.66-3.45),NA,4.90
T cells 18,393.0,0.118,26.0,59,2,3.39,3.21 (2.29-4.12),57,96.61,3.10 (2.58-3.62),1.93,5.46
astrocytes 5,1656.0,0.13,74.0,136,6,4.41,1.52 (1.26-1.78),130,95.59,3.30 (3.02-3.57),7.46,4.87
oligodendrocyte progenitor cells 7,4285.0,0.15,72.0,353,42,11.9,1.90 (1.57-2.23),311,88.1,4.24 (4.07-4.42),19.67,6.50
GABA neurons expressing GLU receptors 22,848.0,0.133,16.0,262,6,2.29,2.20 (0.29-4.11),256,97.71,4.22 (3.98-4.47),2.97,4.13
GLU like neurons 17,637.0,0.06,5.0,91,7,7.69,0.69 (0.08-1.30),84,92.31,4.98 (4.52-5.44),2.87,3.07
da like neurons 11,853.0,0.124,45.0,133,49,36.84,2.31 (1.96-2.65),84,63.16,3.95 (3.55-4.36),5.55,3.35
GABA neurons expressing GABA receptors 13,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
endothelial cells 9,1653.0,0.11,36.0,297,0,0.0,NA,297,100.0,3.67 (3.47-3.88),NA,5.52
oligodendrocytes 20,330.0,0.221,67.0,36,13,36.11,2.01 (1.64-2.38),23,63.89,1.86 (1.34-2.39),1.86,3.84
GABA like neurons 14,3052.0,0.235,99.0,125,0,0.0,NA,125,100.0,3.35 (3.03-3.68),NA,8.61
astrocytes 8,577.0,0.026,1.0,83,3,3.61,1.55 (0.88-2.21),80,96.39,3.33 (2.87-3.79),1.94,4.57
oligodendrocyte progenitor cells 12,708.0,0.114,53.0,32,7,21.88,1.06 (0.25-1.86),25,78.12,3.98 (3.14-4.81),3.75,2.28
oligodendrocytes 10,2107.0,0.359,95.0,358,50,13.97,2.06 (1.71-2.41),308,86.03,4.27 (4.09-4.45),22.86,7.30
connective tissue cells 21,116.0,0.292,54.0,2,0,0.0,NA,2,100.0,0.40 (0.12-0.68),NA,1.74
astrocytes 15,338.0,0.032,1.0,14,0,0.0,NA,14,100.0,1.77 (1.03-2.51),NA,5.71
oligodendrocytes 16,113.0,0.126,13.0,11,0,0.0,NA,11,100.0,1.74 (0.78-2.71),NA,1.74
da neurons 6,,,,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes microglia 23,78.0,0.312,38.0,0,0,0.0,NA,0,0.0,NA,NA,NA
astrocytes 4,1807.0,0.163,83.0,104,17,16.35,1.26 (1.00-1.53),87,83.65,3.21 (2.92-3.49),9.25,4.64
oligodendrocytes 0,2078.0,0.122,66.0,238,12,5.04,2.39 (1.82-2.97),226,94.96,3.71 (3.48-3.93),6.74,4.93
microglia 1,1615.0,0.103,40.0,161,39,24.22,1.81 (1.48-2.15),122,75.78,3.86 (3.59-4.14),8.17,4.56
oligodendrocytes 3,1003.0,0.079,32.0,111,0,0.0,NA,111,100.0,3.30 (2.96-3.64),NA,4.23
oligodendrocytes 2,921.0,0.102,7.0,200,2,1.0,1.32 (NA-NA),198,99.0,3.64 (3.37-3.90),3.98,3.46
